1,110,0,1,110,0,1,110,0,1.000173319,110,0,1.694276523,110,3.64E-12,1,110,0,1,110,0,1,110,0,1.000173319,110,0,1.694276523,110,3.64E-12,1,110,0,110,0,0,0,1,110,0,110,0,0,0,1,110,0,110,0,0,0,1.000173319,110,0,110,0,0,0,1.694276523,110,1.91E-06,110,3.64E-12,0,0,1,124.945282,0,1,124.945282,0,1,124.945282,0,1.000173319,124.9453077,3.89E-06,1.694276523,130.4926895,661.4559311,1,110,0,110,0,0,0,1,110,0,110,0,0,0,1,110,0,110,0,0,0,1.000173319,110,0,110,0,0,0,1.694276523,110,1.91E-06,110,3.64E-12,0,0,normal
1.115713986,98.56586559,9165.146193,1.274177311,133.5664799,16650.64549,1.649646602,189.6562017,23537.19112,2.035533685,218.0675946,24642.92715,12.57305218,190.394823,23541.39652,1.115713986,98.56586559,9165.146193,1.274177311,133.5664799,16650.64549,1.649646602,189.6562017,23537.19112,2.035533685,218.0675946,24642.92715,12.57305218,190.394823,23541.39652,1.115713986,98.56586559,95.73477003,392.5751264,9165.146193,-5.18E-91,0,1.274177311,133.5664799,129.0373802,402.7902737,16650.64549,-4.26E-53,0,1.649646602,189.6562017,153.4183533,424.6992758,23537.19112,-1.63E-15,0,2.016117131,219.5898911,156.9627722,447.6112819,25532.95336,823.717952,0.064096855,9.88130184,225.9154775,155.1155892,434.2419404,76186.38028,7067.577387,0.169466712,1.115713986,6.754651979,324.9915893,1.274177311,13.34551112,590.4237234,1.649646602,23.90759588,834.6172542,2.016117131,29.09427428,872.2298157,9.88130184,17.50832491,647.0550629,1.115713986,98.56586559,95.73477003,392.5751264,9165.146193,-5.18E-91,0,1.274177311,133.5664799,129.0373802,402.7902737,16650.64549,-4.26E-53,0,1.649646602,189.6562017,153.4183533,424.6992758,23537.19112,-1.63E-15,0,2.016117131,219.5898911,156.9627722,447.6112819,25532.95336,823.717952,0.064096855,9.88130184,225.9154775,155.1155892,434.2419404,76186.38028,7067.577387,0.169466712,normal
1.393108483,154.604775,19971.09319,1.571093805,180.1392412,22811.95536,1.829664453,208.3838332,24435.36767,2.034407557,221.0267954,24628.34224,12.53674808,198.5761968,26921.37164,1.393108483,154.604775,19971.09319,1.571093805,180.1392412,22811.95536,1.829664453,208.3838332,24435.36767,2.034407557,221.0267954,24628.34224,12.53674808,198.5761968,26921.37164,1.393108483,154.604775,141.3191183,410.2470432,19971.09319,-1.47E-296,0,1.571093805,180.1392412,151.0362717,420.5355469,22811.95536,-1.97E-176,0,1.829664453,208.3838332,156.3181617,433.3864579,24435.36767,-1.01E-55,0,2.025320052,221.7493142,156.9139299,437.8472381,24634.18839,-240.3689919,-0.055011007,9.668878271,239.6790506,165.8950056,379.6985164,35618.45511,-1850.099008,-0.074165359,1.393108483,17.07118718,718.1225052,1.571093805,21.91319107,820.2745024,1.829664453,27.2691058,878.6493195,2.025320052,29.34910462,878.5457022,9.668878271,17.65557298,581.0814092,1.393108483,154.604775,141.3191183,410.2470432,19971.09319,-1.47E-296,0,1.571093805,180.1392412,151.0362717,420.5355469,22811.95536,-1.97E-176,0,1.829664453,208.3838332,156.3181617,433.3864579,24435.36767,-1.01E-55,0,2.025320052,221.7493142,156.9139299,437.8472381,24634.18839,-240.3689919,-0.055011007,9.668878271,239.6790506,165.8950056,379.6985164,35618.45511,-1850.099008,-0.074165359,normal
1.000000037,60.00000293,0.000883482,1.000044207,60.00481664,1.485328992,1.055354877,67.56924631,2309.574054,2.490586036,151.7915603,20404.22458,11.4960143,170.7159019,22556.49197,1.000000037,60.00000293,0.000883482,1.000044207,60.00481664,1.485328992,1.055354877,67.56924631,2309.574054,2.490586036,151.7915603,20404.22458,11.4960143,170.7159019,22556.49197,1,60,0,84.85281374,0,0,0,1,60,0,84.85281374,0,0,0,1,60,0,84.85281374,0,0,0,1.015777474,60,6.74E-07,84.85281374,1.02E-12,4.96E-29,7.72E-17,2.845488305,60,0,84.85281374,0,-1.14E-29,0,1,59.96050596,0,1,59.96050596,0,1,59.96050596,0,1.015777474,60.14361487,2.144482989,2.845488305,62.55874512,26.74373884,1,60,0,84.85281374,0,0,0,1,60,0,84.85281374,0,0,0,1,60,0,84.85281374,0,0,0,1.015777474,60,6.74E-07,84.85281374,1.02E-12,4.96E-29,7.72E-17,2.845488305,60,0,84.85281374,1.36E-12,-2.56E-29,0,normal
1.000000139,60.00000301,0.000713274,1.000087346,60.00451354,1.303703679,1.065438988,67.24569702,2191.671199,2.590837135,156.2493595,20947.85555,13.95853545,182.2119432,23073.20969,1.000000139,60.00000301,0.000713274,1.000087346,60.00451354,1.303703679,1.065438988,67.24569702,2191.671199,2.590837135,156.2493595,20947.85555,13.95853545,182.2119432,23073.20969,1,60,0,84.85281374,0,0,0,1,60,0,84.85281374,0,0,0,1,60,0,84.85281374,0,-2.67E-208,0,1.015561999,60,0,84.85281374,4.55E-13,5.30E-47,0,2.894027562,60,6.74E-07,84.85281374,1.44E-12,2.20E-30,2.80E-18,1,60.09942293,0,1,60.09942293,0,1,60.09942293,0,1.015561999,60.47471021,9.055526748,2.894027562,63.86603813,723.0100711,1,60,0,84.85281374,0,0,0,1,60,0,84.85281374,0,0,0,1,60,0,84.85281374,0,-6.66E-188,0,1.015561999,60,0,84.85281374,4.55E-13,-6.44E-45,0,2.894027562,60,6.74E-07,84.85281374,6.43E-13,2.52E-29,5.55E-17,normal
1.137505463,745.7125293,18390.75811,1.304082882,698.9981296,30943.41523,1.672456182,628.7359635,41604.58127,2.0211926,579.1504977,48075.61473,11.24418132,260.2437698,50011.57365,1.137505463,745.7125293,18390.75811,1.304082882,698.9981296,30943.41523,1.672456182,628.7359635,41604.58127,2.0211926,579.1504977,48075.61473,11.24418132,260.2437698,50011.57365,1.137505463,745.7125293,135.6125293,748.6275284,18390.75811,0,0,1.304082882,698.9981296,175.9074053,702.1071037,30943.41523,-1.18E-209,0,1.672456182,628.7359635,203.972011,632.1905661,41604.58127,-1.18E-67,0,1.996517371,585.5667492,212.8323738,589.915463,45329.36813,-782.5589892,-0.089275703,8.930533886,312.1212375,223.3578724,421.1094434,70277.12357,-19699.67931,-0.396430365,1.137505463,7.518824446,350.9067294,1.304082882,13.97160364,590.4189794,1.672456182,23.67709587,793.8404416,1.996517371,28.73902638,826.1508729,8.930533886,19.41541764,692.2403231,1.137505463,745.7125293,135.6125293,748.6275284,18390.75811,0,0,1.304082882,698.9981296,175.9074053,702.1071037,30943.41523,-1.18E-209,0,1.672456182,628.7359635,203.972011,632.1905661,41604.58127,-1.18E-67,0,1.996517371,585.5667492,212.8323738,589.915463,45329.36813,-782.5589892,-0.089275703,8.930533886,312.1212375,223.3578724,421.1094434,70277.12357,-19699.67931,-0.396430365,normal
1.270739199,132.8997294,16530.94124,1.456594509,164.4286807,21218.40055,1.770034579,202.6023357,24232.93529,2.045597417,219.9473494,24563.80177,10.29449577,190.4620918,23250.2557,1.270739199,132.8997294,16530.94124,1.456594509,164.4286807,21218.40055,1.770034579,202.6023357,24232.93529,2.045597417,219.9473494,24563.80177,10.29449577,190.4620918,23250.2557,1.270739199,132.8997294,128.572708,402.5696686,16530.94124,-1.80E-87,0,1.456594509,164.4286807,145.6653718,414.0492616,21218.40055,-5.97E-51,0,1.770034579,202.6023357,155.6693139,430.636397,24232.93529,-1.81E-14,0,2.022352386,221.7857932,156.6802648,431.8128765,24718.4074,-1336.527464,-0.158636299,7.593508618,236.8670478,152.6852678,360.3173468,33702.38209,-5173.297694,-0.217181641,1.270739199,12.92096837,581.1903889,1.456594509,18.83277127,745.9908233,1.770034579,25.99048237,851.9750255,2.022352386,29.11266678,862.0067645,7.593508618,22.9082954,757.3245588,1.270739199,132.8997294,128.572708,402.5696686,16530.94124,-1.80E-87,0,1.456594509,164.4286807,145.6653718,414.0492616,21218.40055,-5.97E-51,0,1.770034579,202.6023357,155.6693139,430.636397,24232.93529,-1.81E-14,0,2.022352386,221.7857932,156.6802648,431.8128765,24718.4074,-1336.527464,-0.158636299,7.593508618,236.8670478,152.6852678,360.3173468,33702.38209,-5173.297694,-0.217181641,normal
1.389746392,141.7185933,14759.65274,1.667126677,176.1246335,18321.42448,2.317719814,227.6646984,20143.19323,3.501429631,247.550739,20336.8337,15.00547297,203.2371294,23193.22267,1.389746392,141.7185933,14759.65274,1.667126677,176.1246335,18321.42448,2.317719814,227.6646984,20143.19323,3.501429631,247.550739,20336.8337,15.00547297,203.2371294,23193.22267,1.389746392,141.7185933,121.4893112,245.9882372,28318.31388,-6489.96561,-0.343626244,1.667126677,176.1246335,135.3566566,259.9019414,29903.10081,-9577.29546,-0.460260199,2.317719814,227.6646984,141.9267178,289.1095426,30304.82414,-13516.11251,-0.632900967,3.384799151,254.0132,140.6548256,310.7464848,30121.25527,-12223.96823,-0.576657391,11.55547963,246.0018746,148.8739301,335.4067678,34422.68404,-7732.783984,-0.320054446,1.389746392,1.085992074,19.66096336,1.667126677,2.682957476,60.85719847,2.317719814,6.836456211,145.7834814,3.384799151,9.949778077,213.4040635,11.55547963,14.53510772,452.2544161,1.389746392,141.7185933,121.4893112,245.9882372,28318.31388,-6489.96561,-0.343626244,1.667126677,176.1246335,135.3566566,259.9019414,29903.10081,-9577.29546,-0.460260199,2.317719814,227.6646984,141.9267178,289.1095426,30304.82414,-13516.11251,-0.632900967,3.384799151,254.0132,140.6548256,310.7464848,30121.25527,-12223.96823,-0.576657391,11.55547963,246.0018746,148.8739301,335.4067678,34422.68404,-7732.783984,-0.320054446,normal
1,60,0,1,60,0,1.000000013,60.00000226,0.000664661,1.953658938,150.6650724,19842.01145,15.53408921,202.2913862,24533.50109,1,60,0,1,60,0,1.000000013,60.00000226,0.000664661,1.953658938,150.6650724,19842.01145,15.53408921,202.2913862,24533.50109,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1.000160897,60,6.74E-07,60,4.55E-13,0,0,1.534930557,60,9.54E-07,60,9.09E-13,0,0,1,126.0157151,0,1,126.0157151,0,1,126.0157151,0,1.000160897,126.0350391,2.320833156,1.534930557,161.1536222,2988.233751,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1.000160897,60,6.74E-07,60,4.55E-13,0,0,1.534930557,60,9.54E-07,60,9.09E-13,0,0,normal
1,60,0,1,60,0,1,60,9.36E-10,1.205600473,96.94769167,18663.23039,11.57626386,217.707916,43130.0716,1,60,0,1,60,0,1,60,9.36E-10,1.205600473,96.94769167,18663.23039,11.57626386,217.707916,43130.0716,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,6.74E-07,60,4.55E-13,0,0,1.120341485,60,6.74E-07,60,4.55E-13,0,0,1,378.5263319,0,1,378.5263319,0,1,378.5263319,0,1,378.5263319,2.69E-07,1.120341485,352.7157984,5730.548169,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,6.74E-07,60,4.55E-13,0,0,1.120341485,60,6.74E-07,60,4.55E-13,0,0,normal
